linea;nodo_1;nodo_2;distancia;descripcion;tipodia;hora_desde;hora_hasta;tr_optimo;tr_minimo;tr_maximo;trayecto;sentido;secuencia;tipo_arco;
112;Portal Eldorado T-1;El Tiempo - Maloka B - 1 ó 5;4174;G43 - SAN MATEO;Habil;20:30:00;30:00:00;00:11:57;00:11:26;00:12:18;1039;2;1;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;01:00:00;05:30:00;00:15:17;00:14:36;00:15:51;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;05:30:00;06:30:00;00:16:31;00:15:47;00:17:03;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;06:30:00;08:00:00;00:18:19;00:17:19;00:19:02;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;08:00:00;09:00:00;00:16:19;00:15:28;00:16:50;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;09:00:00;16:00:00;00:15:58;00:15:13;00:16:29;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;16:00:00;17:00:00;00:17:43;00:16:49;00:18:15;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;17:00:00;18:30:00;00:19:37;00:18:30;00:20:24;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;18:30:00;19:30:00;00:19:29;00:18:06;00:20:57;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;19:30:00;20:30:00;00:17:15;00:16:04;00:18:09;1039;2;2;1;
112;El Tiempo - Maloka B - 1 ó 5;Ricaurte B - 2 ó 5;7278;G43 - SAN MATEO;Habil;20:30:00;30:00:00;00:14:45;00:13:53;00:15:18;1039;2;2;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;01:00:00;05:30:00;00:31:35;00:30:13;00:32:42;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;05:30:00;06:30:00;00:31:17;00:29:57;00:32:15;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;06:30:00;08:00:00;00:31:55;00:30:13;00:33:07;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;08:00:00;09:00:00;00:33:05;00:31:23;00:34:06;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;09:00:00;16:00:00;00:31:50;00:30:23;00:32:49;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;16:00:00;17:00:00;00:35:14;00:33:31;00:36:18;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;17:00:00;18:30:00;00:36:50;00:34:48;00:38:16;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;18:30:00;19:30:00;00:36:36;00:34:03;00:39:16;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;19:30:00;20:30:00;00:34:54;00:32:35;00:36:41;1039;2;3;1;
112;Ricaurte B - 2 ó 5;San Mateo C - 2 ó 5;13291;G43 - SAN MATEO;Habil;20:30:00;30:00:00;00:29:58;00:28:17;00:31:04;1039;2;3;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;01:00:00;05:30:00;01:05:30;00:59:15;01:09:30;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;05:30:00;06:30:00;01:06:30;01:03:00;01:08:15;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;06:30:00;08:00:00;01:07:30;01:03:45;01:09:30;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;08:00:00;09:00:00;01:02:45;00:59:15;01:03:30;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;09:00:00;16:00:00;01:05:30;00:59:15;01:09:30;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;16:00:00;17:00:00;01:05:30;00:59:15;01:09:30;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;17:00:00;18:30:00;01:05:30;00:59:15;01:09:30;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;18:30:00;19:30:00;01:05:30;00:59:15;01:09:30;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;19:30:00;20:30:00;01:05:30;00:59:15;01:09:30;1378;1;1;1;
132;Portal Usme T2B;Escuela Militar A - 4 ó 6;20220;D51 E. Militar;Habil;20:30:00;30:00:00;01:05:30;00:59:15;01:09:30;1378;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;01:00:00;05:30:00;00:19:15;00:17:15;00:20:00;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;05:30:00;06:30:00;00:17:15;00:15:45;00:18:15;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;06:30:00;08:00:00;00:16:15;00:14:45;00:17:30;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;08:00:00;09:00:00;00:17:00;00:13:45;00:20:00;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;09:00:00;16:00:00;00:17:00;00:13:45;00:20:00;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;16:00:00;17:00:00;00:15:15;00:14:00;00:16:15;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;17:00:00;18:30:00;00:16:15;00:15:00;00:17:00;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;18:30:00;19:30:00;00:17:15;00:15:45;00:18:45;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;19:30:00;20:30:00;00:17:15;00:15:45;00:18:30;1404;1;1;1;
134;Portal Sur T4;San Mateo A - 1;4476;G45 SAN MATEO;Habil;20:30:00;30:00:00;00:16:15;00:15:00;00:17:15;1404;1;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;01:00:00;05:30:00;00:18:15;00:16:45;00:19:15;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;05:30:00;06:30:00;00:17:45;00:16:15;00:19:00;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;06:30:00;08:00:00;00:17:15;00:15:45;00:18:30;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;08:00:00;09:00:00;00:17:45;00:14:45;00:20:30;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;09:00:00;16:00:00;00:17:45;00:14:45;00:20:30;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;16:00:00;17:00:00;00:17:15;00:15:15;00:18:45;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;17:00:00;18:30:00;00:17:45;00:16:00;00:19:15;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;18:30:00;19:30:00;00:18:15;00:16:45;00:20:30;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;19:30:00;20:30:00;00:18:15;00:16:15;00:19:30;1404;2;1;1;
134;San Mateo A - 1;Portal Sur T4;4974;G45 PORTAL SUR;Habil;20:30:00;30:00:00;00:16:45;00:15:30;00:17:45;1404;2;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;01:00:00;05:30:00;00:50:05;00:46:05;00:52:05;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;05:30:00;06:30:00;00:58:21;00:55:36;01:00:51;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;06:30:00;08:00:00;00:54:29;00:51:29;00:56:14;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;08:00:00;09:00:00;00:54:55;00:52:10;00:56:25;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;09:00:00;16:00:00;00:54:02;00:50:32;00:56:17;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;16:00:00;17:00:00;00:55:10;00:51:55;00:57:10;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;17:00:00;18:30:00;00:55:00;00:51:45;00:57:15;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;18:30:00;19:30:00;00:53:43;00:50:28;00:56:13;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;19:30:00;20:30:00;00:52:20;00:49:05;00:54:50;1505;1;1;1;
264;Portal Usme T6;Concejo de Bogotá A - 4 ó 6;14698;3 Concejo de Bogotá;Habil;20:30:00;30:00:00;00:46:42;00:42:42;00:49:42;1505;1;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;01:00:00;05:30:00;00:50:27;00:47:12;00:51:27;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;05:30:00;06:30:00;00:51:57;00:49:12;00:53:42;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;06:30:00;08:00:00;00:56:33;00:53:33;00:59:03;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;08:00:00;09:00:00;00:56:53;00:53:23;00:58:53;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;09:00:00;16:00:00;00:54:39;00:50:54;00:57:39;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;16:00:00;17:00:00;00:58:13;00:53:58;01:00:58;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;17:00:00;18:30:00;01:04:28;00:58:58;01:05:58;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;18:30:00;19:30:00;01:06:03;01:02:03;01:07:03;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;19:30:00;20:30:00;01:05:00;00:59:45;01:07:00;1505;2;1;1;
264;Concejo de Bogotá A - 4 ó 6;Portal Usme T6;15368;3 Portal Usme;Habil;20:30:00;30:00:00;00:49:21;00:44:51;00:53:51;1505;2;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;01:00:00;05:30:00;00:48:00;00:45:15;00:49:45;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;05:30:00;06:30:00;00:53:00;00:50:30;00:54:30;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;06:30:00;08:00:00;00:54:45;00:52:15;00:56:15;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;08:00:00;09:00:00;00:54:00;00:51:45;00:55:45;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;09:00:00;16:00:00;00:53:00;00:50:15;00:54:30;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;16:00:00;17:00:00;00:55:15;00:52:00;00:57:00;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;17:00:00;18:30:00;00:59:15;00:55:00;01:01:15;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;18:30:00;19:30:00;00:58:15;00:53:45;01:01:00;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;19:30:00;20:30:00;00:51:30;00:48:15;00:54:00;1299;1;1;1;
267;Portal 80 T-4;Universidades A - 2 ó 5;15136;6 Universidades;Habil;20:30:00;30:00:00;00:48:00;00:44:30;00:50:00;1299;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;01:00:00;05:30:00;00:08:30;00:08:00;00:08:45;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;05:30:00;06:30:00;00:09:30;00:09:00;00:09:45;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;06:30:00;08:00:00;00:09:45;00:09:30;00:10:15;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;08:00:00;09:00:00;00:09:45;00:09:15;00:10:00;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;09:00:00;16:00:00;00:09:15;00:08:45;00:09:30;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;16:00:00;17:00:00;00:09:30;00:09:00;00:09:45;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;17:00:00;18:30:00;00:10:15;00:09:45;00:10:15;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;18:30:00;19:30:00;00:09:15;00:08:45;00:09:30;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;19:30:00;20:30:00;00:08:45;00:08:15;00:09:00;1300;1;1;1;
267;Universidades B - 4 ó 6;Calle 26 A - 4 ó 6;1714;6 Portal 80;Habil;20:30:00;30:00:00;00:08:30;00:08:00;00:08:45;1300;1;1;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;01:00:00;05:30:00;00:17:45;00:16:30;00:18:15;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;05:30:00;06:30:00;00:18:30;00:17:30;00:19:15;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;06:30:00;08:00:00;00:21:15;00:20:15;00:22:15;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;08:00:00;09:00:00;00:21:00;00:19:45;00:21:45;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;09:00:00;16:00:00;00:19:15;00:18:00;00:20:00;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;16:00:00;17:00:00;00:21:00;00:19:45;00:21:45;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;17:00:00;18:30:00;00:21:00;00:19:45;00:21:30;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;18:30:00;19:30:00;00:20:15;00:18:45;00:21:00;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;19:30:00;20:30:00;00:18:45;00:17:30;00:19:45;1300;1;2;1;
267;Calle 26 A - 4 ó 6;Calle 76 A - 4 ó 6;5301;6 Portal 80;Habil;20:30:00;30:00:00;00:16:30;00:15:00;00:17:15;1300;1;2;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;01:00:00;05:30:00;00:24:30;00:23:00;00:25:15;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;05:30:00;06:30:00;00:29:00;00:27:30;00:30:00;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;06:30:00;08:00:00;00:29:00;00:27:30;00:30:00;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;08:00:00;09:00:00;00:28:30;00:26:45;00:29:15;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;09:00:00;16:00:00;00:27:30;00:26:00;00:28:30;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;16:00:00;17:00:00;00:30:30;00:28:45;00:31:30;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;17:00:00;18:30:00;00:31:00;00:29:15;00:31:45;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;18:30:00;19:30:00;00:30:30;00:28:30;00:31:45;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;19:30:00;20:30:00;00:28:30;00:26:45;00:30:00;1300;1;3;1;
267;Calle 76 A - 4 ó 6;Portal 80 T-4;8046;6 Portal 80;Habil;20:30:00;30:00:00;00:26:00;00:24:00;00:27:00;1300;1;3;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;01:00:00;05:30:00;00:51:45;00:49:00;00:53:45;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;05:30:00;06:30:00;00:59:15;00:55:30;01:01:15;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;06:30:00;08:00:00;01:04:00;00:59:30;01:06:15;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;08:00:00;09:00:00;01:01:45;00:57:30;01:04:45;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;09:00:00;16:00:00;00:53:15;00:50:30;00:55:00;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;16:00:00;17:00:00;00:56:15;00:53:15;00:58:15;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;17:00:00;18:30:00;00:58:30;00:55:00;01:01:15;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;18:30:00;19:30:00;00:56:30;00:53:45;00:59:15;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;19:30:00;20:30:00;00:54:45;00:51:45;00:55:45;1397;1;1;1;
268;Santa Isabel A - 4 ó 6;Portal Suba T2;19434;7 Portal Suba;Habil;20:30:00;30:00:00;00:50:00;00:47:00;00:52:00;1397;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;01:00:00;05:30:00;00:51:15;00:49:00;00:52:45;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;05:30:00;06:30:00;00:54:30;00:52:00;00:56:30;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;06:30:00;08:00:00;00:56:45;00:53:45;00:58:15;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;08:00:00;09:00:00;00:54:45;00:52:15;00:56:15;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;09:00:00;16:00:00;00:54:15;00:51:45;00:55:45;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;16:00:00;17:00:00;00:58:00;00:55:30;01:00:00;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;17:00:00;18:30:00;01:04:45;01:01:15;01:07:00;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;18:30:00;19:30:00;01:03:30;00:58:45;01:06:30;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;19:30:00;20:30:00;00:55:30;00:52:15;00:57:45;1506;1;1;1;
268;Portal Suba T2;Santa Isabel A - 2 ó 5;19013;7 Santa Isabel;Habil;20:30:00;30:00:00;00:51:00;00:47:45;00:53:00;1506;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;01:00:00;05:30:00;00:46:15;00:42:30;00:48:15;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;05:30:00;06:30:00;00:45:45;00:42:00;00:47:30;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;06:30:00;08:00:00;00:43:00;00:40:45;00:44:00;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;08:00:00;09:00:00;00:43:00;00:41:00;00:45:30;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;09:00:00;16:00:00;00:42:30;00:40:00;00:44:30;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;16:00:00;17:00:00;00:50:00;00:45:45;00:53:30;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;17:00:00;18:30:00;00:52:15;00:48:30;00:56:15;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;18:30:00;19:30:00;00:53:00;00:49:45;00:56:00;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;19:30:00;20:30:00;00:52:00;00:46:45;00:56:15;1454;1;1;1;
334;Bicentenario B - 4 ó 6;San Mateo B - 2 ó 5;15266;G41 San Mateo;Habil;20:30:00;30:00:00;00:44:15;00:40:30;00:46:45;1454;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;01:00:00;05:30:00;00:46:15;00:42:00;00:48:45;1455;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;05:30:00;06:30:00;00:51:15;00:47:30;00:53:30;1455;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;06:30:00;08:00:00;00:50:45;00:46:15;00:53:45;1455;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;08:00:00;09:00:00;00:47:30;00:44:15;00:50:45;1455;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;09:00:00;16:00:00;00:43:15;00:40:15;00:45:15;1455;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;16:00:00;17:00:00;00:42:30;00:40:45;00:44:15;1455;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;17:00:00;18:30:00;00:47:45;00:44:00;00:51:15;1455;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;18:30:00;19:30:00;00:47:15;00:44:15;00:50:00;1455;1;1;1;
334;San Mateo A - 4;Bicentenario C - 2 ó 5;15136;L41 Bicentenario;Habil;19:30:00;20:30:00;00:45:15;00:42:15;00:48:15;1455;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;01:00:00;05:30:00;0:13:15;0:12:45;0:13:30;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;05:30:00;06:30:00;0:10:18;0:09:59;0:10:32;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;06:30:00;08:00:00;0:12:38;0:12:10;0:12:52;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;08:00:00;09:00:00;0:13:56;0:13:20;0:14:28;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;09:00:00;16:00:00;0:12:46;0:12:17;0:13:07;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;16:00:00;17:00:00;0:10:23;0:09:56;0:10:40;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;17:00:00;18:30:00;0:11:18;0:10:50;0:11:40;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;18:30:00;19:30:00;0:11:55;0:11:08;0:12:27;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;19:30:00;20:30:00;0:11:20;0:10:45;0:12:02;1467;1;1;1;
305;Portal Norte T4;Alcalá A - 2 ó 5;3911;G44 - SAN MATEO;Habil;20:30:00;30:00:00;0:11:40;0:11:02;0:12:06;1467;1;1;1;
305;Alcalá A - 2 ó 5;Simón Bolívar A - 2 ó 5;8052;G44 - SAN MATEO;Habil;01:00:00;05:30:00;0:14:59;0:14:24;0:15:28;1467;1;2;1;
