linea;nodo_1;nodo_2;distancia;descripcion;tipodia;hora_desde;hora_hasta;tr_optimo;tr_minimo;tr_maximo;trayecto;sentido;secuencia;tipo_arco;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;05:30:00;06:30:00;00:28:06;00:26:17;00:29:09;1522;1;2;1;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;06:30:00;08:00:00;00:28:59;00:26:30;00:30:27;1522;1;2;1;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;08:00:00;09:00:00;00:27:56;00:25:55;00:29:20;1522;1;2;1;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;09:00:00;16:00:00;00:28:36;00:26:36;00:29:55;1522;1;2;1;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;16:00:00;17:00:00;00:28:39;00:26:34;00:30:01;1522;1;2;1;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;17:00:00;18:30:00;00:28:54;00:26:40;00:30:28;1522;1;2;1;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;18:30:00;19:30:00;00:28:15;00:26:36;00:29:22;1522;1;2;1;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;19:30:00;20:30:00;00:26:35;00:24:15;00:27:29;1522;1;2;1;
266;Banderas T8;Calle 22 B - 4 ó 6;9978;5 Calle 22;Habil;20:30:00;30:00:00;00:26:01;00:24:11;00:27:37;1522;1;2;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;01:00:00;05:30:00;00:42:01;00:38:56;00:43:27;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;05:30:00;06:30:00;00:44:40;00:41:29;00:46:22;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;06:30:00;08:00:00;00:45:40;00:42:53;00:47:40;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;08:00:00;09:00:00;00:45:40;00:43:19;00:47:01;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;09:00:00;16:00:00;00:44:36;00:41:34;00:46:18;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;16:00:00;17:00:00;00:46:56;00:43:02;00:49:00;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;17:00:00;18:30:00;00:52:20;00:46:55;00:55:20;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;18:30:00;19:20:00;00:57:16;00:49:48;01:01:00;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;19:20:00;19:40:00;00:56:33;00:53:43;00:59:22;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;19:40:00;20:20:00;00:55:49;00:46:42;00:59:28;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;20:20:00;20:40:00;00:48:17;00:45:52;00:50:42;1522;2;1;1;
266;Calle 22 B - 4 ó 6;Portal Américas T8;15311;5 P. Américas;Habil;20:40:00;30:00:00;00:40:45;00:37:31;00:43:20;1522;2;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;01:00:00;05:30:00;0:42:52;0:39:54;0:44:30;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;05:30:00;06:30:00;0:49:33;0:46:44;0:51:00;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;06:30:00;08:00:00;0:48:18;0:45:08;0:51:04;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;08:00:00;09:00:00;0:42:56;0:40:57;0:44:32;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;09:00:00;16:00:00;0:46:50;0:44:04;0:48:33;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;16:00:00;17:00:00;0:45:13;0:42:53;0:47:33;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;17:00:00;18:30:00;0:47:51;0:45:40;0:49:27;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;18:30:00;19:30:00;0:45:22;0:42:51;0:47:03;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;19:30:00;20:30:00;0:43:07;0:40:31;0:45:13;1492;1;1;1;
40;Portal Américas T6;Aguas A - 2 ó 5;14802;J23 Aguas;Habil;20:30:00;30:00:00;0:40:08;0:36:27;0:41:50;1492;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;01:00:00;05:30:00;00:32:49;00:31:11;00:34:28;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;05:30:00;06:30:00;00:32:13;00:30:29;00:33:14;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;06:30:00;08:00:00;00:33:26;00:31:45;00:35:00;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;08:00:00;09:00:00;00:32:49;00:31:11;00:34:28;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;09:00:00;16:00:00;00:32:49;00:31:11;00:34:28;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;16:00:00;17:00:00;00:32:49;00:31:11;00:34:28;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;17:00:00;18:30:00;00:32:49;00:31:11;00:34:28;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;18:30:00;19:30:00;00:32:49;00:31:11;00:34:28;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;19:30:00;20:30:00;00:32:49;00:31:11;00:34:28;1493;1;1;1;
40;Banderas T3;Aguas A - 2 ó 5;10641;J23 Banderas;Habil;20:30:00;30:00:00;00:32:49;00:31:11;00:34:28;1493;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;01:00:00;05:30:00;0:53:57;0:52:05;0:55:00;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;05:30:00;06:30:00;1:00:52;0:57:05;1:03:18;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;06:30:00;08:00:00;1:02:43;0:59:02;1:04:34;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;08:00:00;09:00:00;0:53:50;0:51:42;0:55:14;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;09:00:00;16:00:00;0:51:47;0:49:43;0:53:07;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;16:00:00;17:00:00;0:55:31;0:53:11;0:56:28;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;17:00:00;18:30:00;0:53:59;0:51:26;0:55:17;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;18:30:00;19:30:00;0:51:15;0:49:11;0:52:41;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;19:30:00;20:30:00;0:47:29;0:45:26;0:49:14;1426;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;20:30:00;30:00:00;0:45:09;0:42:59;0:46:52;1426;1;1;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;01:00:00;05:30:00;0:30:40;0:29:36;0:31:15;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;05:30:00;06:30:00;0:33:09;0:31:07;0:34:28;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;06:30:00;08:00:00;0:35:00;0:33:15;0:36:45;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;08:00:00;09:00:00;0:31:52;0:30:36;0:32:40;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;09:00:00;16:00:00;0:31:54;0:30:38;0:32:43;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;16:00:00;17:00:00;0:32:51;0:31:28;0:33:24;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;17:00:00;18:30:00;0:34:36;0:32:58;0:35:26;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;18:30:00;19:30:00;0:31:35;0:30:18;0:32:27;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;19:30:00;20:30:00;0:32:55;0:31:29;0:34:08;1426;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;20:30:00;30:00:00;0:28:57;0:27:34;0:30:02;1426;1;2;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;01:00:00;05:30:00;0:32:22;0:30:45;0:33:59;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;05:30:00;06:30:00;0:32:39;0:31:24;0:33:27;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;06:30:00;08:00:00;0:33:20;0:31:59;0:34:07;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;08:00:00;09:00:00;0:34:25;0:33:05;0:35:26;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;09:00:00;16:00:00;0:33:34;0:32:05;0:34:24;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;16:00:00;17:00:00;0:31:16;0:29:47;0:32:09;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;17:00:00;18:30:00;0:34:19;0:32:13;0:35:57;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;18:30:00;19:30:00;0:32:02;0:30:34;0:33:10;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;19:30:00;20:30:00;0:29:39;0:28:11;0:31:02;1426;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;20:30:00;30:00:00;0:30:01;0:28:00;0:30:46;1426;2;1;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;01:00:00;05:30:00;0:18:17;0:17:22;0:19:12;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;05:30:00;06:30:00;0:19:14;0:18:25;0:19:45;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;06:30:00;08:00:00;0:18:02;0:17:14;0:18:30;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;08:00:00;09:00:00;0:17:17;0:16:33;0:17:50;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;09:00:00;16:00:00;0:17:15;0:16:25;0:17:43;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;16:00:00;17:00:00;0:23:08;0:21:55;0:23:51;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;17:00:00;18:30:00;0:19:21;0:18:03;0:20:21;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;18:30:00;19:30:00;0:18:00;0:17:06;0:18:54;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;19:30:00;20:30:00;0:15:14;0:14:23;0:16:01;1426;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;20:30:00;30:00:00;0:17:04;0:15:47;0:17:32;1426;2;2;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;01:00:00;05:30:00;0:35:30;0:33:44;0:37:17;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;05:30:00;06:30:00;0:33:15;0:31:56;0:34:05;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;06:30:00;08:00:00;0:35:36;0:34:07;0:36:28;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;08:00:00;09:00:00;0:31:51;0:30:35;0:32:49;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;09:00:00;16:00:00;0:32:34;0:31:05;0:33:24;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;16:00:00;17:00:00;0:36:16;0:34:28;0:37:20;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;17:00:00;18:30:00;0:39:00;0:37:03;0:40:57;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;18:30:00;19:30:00;0:42:00;0:39:54;0:44:06;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;19:30:00;20:30:00;0:40:00;0:38:00;0:42:00;1426;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;20:30:00;30:00:00;0:29:01;0:27:00;0:29:46;1426;2;3;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;01:00:00;05:30:00;0:50:30;0:48:30;0:51:30;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;05:30:00;06:30:00;1:03:45;1:01:00;1:05:15;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;06:30:00;08:00:00;0:58:15;0:41:30;1:05:15;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;08:00:00;09:00:00;0:58:15;0:56:00;1:00:00;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;09:00:00;16:00:00;0:54:45;0:51:45;0:56:45;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;16:00:00;17:00:00;1:00:30;0:58:30;1:01:45;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;17:00:00;18:30:00;1:00:15;0:58:00;1:01:15;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;18:30:00;19:30:00;0:58:15;0:56:00;0:59:15;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;19:30:00;20:30:00;0:54:15;0:52:00;0:55:15;1427;1;1;1;
1;Portal Tunal T6;Calle 76 A - 4 ó 6;16069;C15 PORTAL SUBA;Habil;20:30:00;30:00:00;0:44:45;0:41:30;0:46:00;1427;1;1;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;01:00:00;05:30:00;0:38:30;0:37:00;0:39:15;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;05:30:00;06:30:00;0:37:15;0:27:00;0:40:30;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;06:30:00;08:00:00;0:39:45;0:38:00;0:40:30;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;08:00:00;09:00:00;0:28:00;0:27:00;0:28:45;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;09:00:00;16:00:00;0:31:00;0:29:30;0:32:15;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;16:00:00;17:00:00;0:31:45;0:30:45;0:32:15;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;17:00:00;18:30:00;0:32:45;0:31:30;0:33:30;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;18:30:00;19:30:00;0:31:45;0:30:30;0:32:15;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;19:30:00;20:30:00;0:30:45;0:29:30;0:31:30;1427;1;2;1;
1;Calle 76 A - 4 ó 6;Portal Suba T3;12389;C15 PORTAL SUBA;Habil;20:30:00;30:00:00;0:34:00;0:31:30;0:35:00;1427;1;2;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;01:00:00;05:30:00;0:32:00;0:28:15;0:41:30;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;05:30:00;06:30:00;0:30:45;0:29:45;0:31:30;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;06:30:00;08:00:00;0:36:00;0:28:15;0:41:30;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;08:00:00;09:00:00;0:29:00;0:28:15;0:30:00;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;09:00:00;16:00:00;0:34:15;0:32:45;0:35:15;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;16:00:00;17:00:00;0:33:00;0:31:45;0:33:45;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;17:00:00;18:30:00;0:32:30;0:31:00;0:33:30;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;18:30:00;19:30:00;0:32:15;0:30:45;0:33:15;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;19:30:00;20:30:00;0:29:45;0:28:30;0:30:30;1427;2;1;1;
1;Portal Suba T3;Calle 76 B - 2 ó 5;11827;H15 PORTAL TUNAL;Habil;20:30:00;30:00:00;0:31:15;0:29:15;0:32:00;1427;2;1;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;01:00:00;05:30:00;0:20:15;0:14:15;0:25:45;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;05:30:00;06:30:00;0:22:45;0:21:45;0:23:15;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;06:30:00;08:00:00;0:19:00;0:18:15;0:19:30;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;08:00:00;09:00:00;0:21:00;0:20:15;0:21:45;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;09:00:00;16:00:00;0:19:45;0:18:45;0:20:15;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;16:00:00;17:00:00;0:21:15;0:20:15;0:21:45;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;17:00:00;18:30:00;0:25:00;0:23:45;0:25:45;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;18:30:00;19:30:00;0:18:45;0:18:00;0:19:30;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;19:30:00;20:30:00;0:19:00;0:18:00;0:19:15;1427;2;2;1;
1;Calle 76 B - 2 ó 5;Calle 22 A - 2 ó 5;5997;H15 PORTAL TUNAL;Habil;20:30:00;30:00:00;0:15:15;0:14:15;0:15:45;1427;2;2;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;01:00:00;05:30:00;0:36:15;0:29:00;0:41:15;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;05:30:00;06:30:00;0:35:45;0:34:30;0:36:30;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;06:30:00;08:00:00;0:33:15;0:31:45;0:34:15;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;08:00:00;09:00:00;0:39:00;0:37:45;0:40:30;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;09:00:00;16:00:00;0:33:15;0:31:45;0:34:15;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;16:00:00;17:00:00;0:39:00;0:37:30;0:39:45;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;17:00:00;18:30:00;0:40:00;0:38:00;0:41:00;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;18:30:00;19:30:00;0:39:45;0:38:00;0:41:15;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;19:30:00;20:30:00;0:35:15;0:33:15;0:35:45;1427;2;3;1;
1;Calle 22 A - 2 ó 5;Portal Tunal T6;9943;H15 PORTAL TUNAL;Habil;20:30:00;30:00:00;0:31:00;0:29:00;0:31:45;1427;2;3;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;01:00:00;05:30:00;0:22:35;0:21:27;0:23:43;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;05:30:00;06:30:00;0:22:46;0:21:40;0:23:40;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;06:30:00;08:00:00;0:22:12;0:21:00;0:23:08;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;08:00:00;09:00:00;0:22:50;0:21:35;0:23:37;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;09:00:00;16:00:00;0:22:04;0:20:56;0:22:43;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;16:00:00;17:00:00;0:23:21;0:21:56;0:24:22;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;17:00:00;18:30:00;0:25:21;0:23:38;0:26:47;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;18:30:00;19:30:00;0:22:21;0:21:05;0:23:32;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;19:30:00;20:30:00;0:22:46;0:21:29;0:23:38;1379;2;1;1;
6;Portal Norte T1;Calle 106 B - 2 ó 5;7240;D10 Portal 80;Habil;20:30:00;30:00:00;0:19:36;0:18:36;0:20:32;1379;2;1;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;01:00:00;05:30:00;0:27:45;0:26:22;0:29:08;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;05:30:00;06:30:00;0:25:54;0:24:29;0:27:02;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;06:30:00;08:00:00;0:28:12;0:26:28;0:29:32;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;08:00:00;09:00:00;0:26:57;0:25:19;0:28:00;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;09:00:00;16:00:00;0:26:56;0:25:23;0:27:50;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;16:00:00;17:00:00;0:29:50;0:27:48;0:31:18;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;17:00:00;18:30:00;0:30:18;0:28:02;0:32:13;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;18:30:00;19:30:00;0:29:23;0:27:29;0:31:09;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;19:30:00;20:30:00;0:26:53;0:25:11;0:28:02;1379;2;2;1;
6;Calle 106 B - 2 ó 5;Portal 80 T-2;10804;D10 Portal 80;Habil;20:30:00;30:00:00;0:25:23;0:23:53;0:26:48;1379;2;2;1;
